customer_id,tenure_months,monthly_charge,support_tickets_90d,contract_type,autopay,premium_plan,churned
C103156,25,88.63,0,Two year,1,1,0
C103157,44,69.3,0,Month-to-month,1,1,0
C103158,2,73.26,2,Two year,1,1,0
C103159,3,45.67,3,Two year,1,0,0
C103160,20,100.73,1,Two year,1,0,0
C103161,12,111.65,2,Month-to-month,1,1,0
C103162,61,87.49,2,One year,0,0,0
C103163,50,97.07,2,Month-to-month,1,0,1
C103164,60,55.02,0,Month-to-month,1,1,0
C103165,32,49.77,1,Month-to-month,1,0,1
C103166,14,99.08,2,Two year,1,1,0
C103167,46,85.8,2,Month-to-month,1,1,0
C103168,6,113.73,0,Two year,1,0,0
C103169,23,90.69,4,Month-to-month,1,1,0
C103170,48,28.0,2,Month-to-month,1,0,0
C103171,52,68.01,3,Month-to-month,0,1,0
C103172,20,107.79,3,One year,1,0,0
C103173,37,59.67,2,Month-to-month,0,0,0
C103174,30,80.15,2,Month-to-month,0,0,0
C103175,62,54.09,1,Two year,1,1,1
C103176,42,105.43,0,One year,0,0,0
C103177,62,75.58,2,Month-to-month,0,0,1
C103178,14,82.58,1,One year,1,1,0
C103179,46,83.32,2,Month-to-month,0,0,0
C103180,12,87.66,1,Month-to-month,0,1,0
C103181,28,55.1,1,Month-to-month,1,1,1
C103182,55,106.15,0,One year,1,0,0
C103183,31,91.33,0,One year,1,0,0
C103184,34,88.8,2,One year,1,0,0
C103185,56,94.44,1,Month-to-month,1,0,0
C103186,49,80.86,1,Two year,0,1,0
C103187,30,92.38,0,One year,1,1,0
C103188,38,66.59,1,Month-to-month,0,1,0
C103189,48,113.22,2,One year,0,0,0
C103190,3,20.0,0,Month-to-month,1,1,0
C103191,50,89.3,1,Two year,1,0,0
C103192,14,68.84,1,One year,1,1,0
C103193,61,133.79,1,Month-to-month,1,1,0
C103194,69,80.49,3,One year,0,1,0
C103195,51,98.64,0,Month-to-month,0,0,1
C103196,12,35.96,2,Month-to-month,1,1,0
C103197,43,54.49,1,Month-to-month,1,0,1
C103198,13,79.31,3,Month-to-month,0,0,0
C103199,61,100.89,3,One year,0,1,0
C103200,4,72.13,1,Month-to-month,1,0,0
C103201,6,112.19,3,One year,0,1,1
C103202,16,82.11,1,Month-to-month,1,1,0
C103203,36,139.14,3,One year,0,0,0
C103204,43,67.24,2,Two year,1,0,0
C103205,23,112.5,1,Month-to-month,1,0,0
C103206,19,91.59,1,One year,1,1,0
C103207,71,84.25,5,One year,1,1,0
C103208,14,65.53,1,Month-to-month,1,0,0
C103209,36,88.59,0,Month-to-month,1,1,0
C103210,16,56.55,0,One year,0,1,1
C103211,7,78.27,3,Two year,0,0,0
C103212,65,45.19,2,One year,0,0,0
C103213,5,102.44,0,Month-to-month,1,0,0
C103214,32,70.35,2,Two year,1,0,0
C103215,41,103.63,0,Two year,1,1,0
C103216,52,100.75,1,Month-to-month,0,0,0
C103217,65,106.01,2,Month-to-month,0,1,0
C103218,8,62.83,2,One year,0,1,1
C103219,44,117.91,4,Month-to-month,0,1,0
C103220,3,96.61,5,One year,1,0,1
C103221,3,47.56,2,One year,1,0,0
C103222,52,75.32,2,Two year,0,0,0
C103223,47,83.88,5,Month-to-month,1,0,0
C103224,67,85.04,2,Month-to-month,1,1,0
C103225,25,134.1,1,Month-to-month,1,1,0
C103226,22,57.67,2,One year,1,1,0
C103227,54,76.94,7,Month-to-month,0,0,1
C103228,37,70.35,0,One year,0,1,0
C103229,64,72.16,1,Month-to-month,1,0,0
C103230,28,127.57,2,Month-to-month,1,1,0
C103231,13,82.87,2,Month-to-month,1,0,1
C103232,45,100.34,1,Month-to-month,1,1,0
C103233,5,97.35,0,Month-to-month,1,0,0
C103234,45,88.79,3,Month-to-month,1,0,0
C103235,38,105.92,3,Month-to-month,0,0,1
C103236,28,96.82,3,Month-to-month,1,1,0
C103237,68,84.79,4,Month-to-month,0,0,0
C103238,13,71.11,2,One year,1,1,0
C103239,61,83.78,2,Month-to-month,0,0,0
C103240,3,93.73,3,Two year,0,1,0
C103241,36,64.19,5,Month-to-month,0,1,1
C103242,68,82.45,1,Month-to-month,0,1,0
C103243,9,69.36,1,One year,1,0,0
C103244,47,71.75,1,One year,0,0,1
C103245,19,82.99,0,Month-to-month,0,0,0
C103246,69,113.31,2,Month-to-month,1,1,0
C103247,17,86.2,2,One year,0,1,0
C103248,12,102.94,3,One year,1,0,0
C103249,3,101.42,2,One year,1,0,0
C103250,59,116.67,1,Two year,1,1,0
C103251,55,65.2,1,Two year,1,1,0
C103252,38,72.39,0,One year,1,1,0
C103253,2,97.18,1,Month-to-month,1,0,1
C103254,52,99.01,1,Two year,1,1,0
C103255,31,99.93,1,Month-to-month,1,1,0
C103256,47,80.1,3,One year,1,0,0
C103257,23,135.46,2,Two year,1,0,0
C103258,66,101.97,2,One year,0,0,0
C103259,57,100.87,5,Month-to-month,1,1,0
C103260,7,47.07,1,Month-to-month,1,0,0
C103261,66,63.09,1,Month-to-month,1,0,0
C103262,17,37.04,4,Month-to-month,0,0,0
C103263,68,59.93,1,One year,0,1,0
C103264,8,105.88,1,One year,1,0,0
C103265,63,56.11,3,One year,0,1,0
C103266,60,87.23,1,Month-to-month,1,1,1
C103267,25,62.4,1,One year,0,1,0
C103268,66,88.07,2,Two year,0,0,0
C103269,17,62.53,2,One year,1,0,0
C103270,37,89.27,1,Two year,0,0,1
C103271,13,54.42,1,Month-to-month,1,1,0
C103272,45,66.4,1,Two year,0,1,0
C103273,47,44.75,2,Two year,1,1,1
C103274,38,48.42,3,Two year,1,0,0
C103275,66,76.76,5,Two year,0,0,1
C103276,64,66.42,0,Month-to-month,0,0,1
C103277,57,50.26,3,One year,1,1,0
C103278,43,65.67,3,One year,1,1,1
C103279,43,29.0,0,Two year,0,0,0
C103280,63,60.37,1,Month-to-month,1,0,0
C103281,31,79.71,0,Two year,0,0,0
C103282,44,64.3,3,Month-to-month,1,1,0
C103283,68,58.99,0,Two year,0,1,0
C103284,8,58.76,0,Month-to-month,0,1,1
C103285,40,98.63,0,One year,1,1,0
C103286,10,42.97,2,One year,0,0,0
C103287,58,54.26,5,Month-to-month,0,0,0
C103288,43,56.97,1,Month-to-month,0,0,1
C103289,41,105.82,0,Month-to-month,0,1,1
C103290,3,120.48,5,One year,0,0,0
C103291,48,103.26,5,Month-to-month,1,0,1
C103292,2,67.12,0,Two year,0,0,0
C103293,13,93.41,2,Month-to-month,1,0,0
C103294,25,81.3,2,Month-to-month,0,1,0
C103295,2,70.27,2,Month-to-month,0,0,0
C103296,72,102.22,2,One year,0,1,1
C103297,5,36.13,0,Month-to-month,0,1,0
C103298,19,98.3,0,Month-to-month,1,0,0
C103299,36,95.14,2,One year,0,1,0
C103300,55,57.12,0,Two year,1,1,0
C103301,65,60.44,4,Month-to-month,0,0,0
C103302,31,61.73,3,Month-to-month,1,0,0
C103303,6,103.33,3,Two year,1,0,0
C103304,47,84.59,1,Month-to-month,1,0,0
C103305,26,52.69,1,One year,1,1,1
C103306,67,93.62,1,Month-to-month,1,0,0
C103307,50,64.31,3,Two year,0,1,1
C103308,51,49.93,4,Two year,1,0,0
C103309,41,100.27,4,Month-to-month,0,1,0
C103310,59,88.0,1,One year,1,0,0
C103311,43,77.08,6,Two year,1,0,0
C103312,35,122.92,1,Month-to-month,0,1,0
C103313,57,71.84,2,Month-to-month,1,1,0
C103314,2,49.05,2,Month-to-month,1,0,1
C103315,72,90.92,3,Two year,0,1,0
C103316,9,108.65,2,Two year,1,0,0
C103317,70,99.84,2,Month-to-month,0,0,0
C103318,60,92.55,2,One year,1,0,0
C103319,26,56.49,3,Month-to-month,1,0,0
C103320,25,42.07,4,One year,1,0,0
C103321,45,77.79,2,Two year,1,0,1
C103322,63,52.11,2,Month-to-month,1,1,0
C103323,36,64.99,1,One year,1,1,0
C103324,22,72.41,2,One year,0,1,0
C103325,17,105.35,3,Month-to-month,1,0,1
C103326,61,102.75,0,Month-to-month,1,0,0
C103327,15,36.06,1,Month-to-month,1,0,0
C103328,4,103.55,3,Month-to-month,1,0,0
C103329,30,74.87,3,Month-to-month,0,0,0
C103330,70,62.94,1,Month-to-month,1,0,0
C103331,30,81.07,3,Month-to-month,1,1,0
C103332,32,67.3,0,One year,1,0,0
C103333,1,59.2,3,One year,1,0,0
C103334,63,87.31,0,Month-to-month,1,1,0
C103335,39,93.26,4,Month-to-month,0,0,1
C103336,60,99.78,1,Month-to-month,0,1,0
C103337,67,75.03,1,Month-to-month,0,1,0
C103338,27,134.01,1,Two year,1,1,0
C103339,4,92.1,1,One year,1,1,0
C103340,15,71.87,3,Month-to-month,0,1,1
C103341,71,107.36,2,Month-to-month,0,0,1
C103342,52,51.39,3,Month-to-month,1,0,0
C103343,67,49.56,2,Month-to-month,0,1,0
C103344,27,83.53,2,One year,1,0,0
C103345,37,24.2,5,Month-to-month,0,0,0
C103346,51,67.91,3,Two year,1,0,0
C103347,23,89.16,2,Month-to-month,1,0,1
C103348,56,110.59,2,Month-to-month,0,0,1
C103349,17,75.37,3,Month-to-month,1,0,1
C103350,65,111.31,0,One year,0,1,0
C103351,61,43.94,2,Month-to-month,1,1,0
C103352,15,83.96,2,Month-to-month,0,1,0
C103353,45,103.96,3,Month-to-month,1,0,0
C103354,16,116.11,1,Two year,1,0,0
C103355,8,64.95,4,Month-to-month,1,0,0
C103356,39,104.18,4,Two year,1,1,0
C103357,39,121.91,2,Month-to-month,1,0,0
C103358,65,59.15,2,Two year,1,1,0
C103359,43,98.01,2,Month-to-month,1,0,0
C103360,61,62.2,6,Month-to-month,1,0,0
C103361,18,75.16,3,Two year,1,1,0
C103362,32,115.78,2,Month-to-month,1,1,0
C103363,49,50.51,2,Month-to-month,0,0,1
C103364,3,86.37,2,Month-to-month,1,0,1
C103365,40,55.7,3,Month-to-month,0,0,1
C103366,22,141.17,3,Month-to-month,1,0,1
C103367,21,70.1,2,One year,1,0,0
C103368,16,81.39,2,Month-to-month,1,1,0
C103369,13,101.01,2,Month-to-month,1,1,0
C103370,72,66.76,1,Month-to-month,1,0,0
C103371,19,64.68,1,Month-to-month,0,0,0
C103372,42,92.37,1,Month-to-month,1,1,1
C103373,41,104.25,2,Two year,1,1,0
C103374,54,61.98,3,One year,0,1,0
C103375,32,75.07,1,Two year,0,1,0
C103376,53,85.02,3,Month-to-month,0,1,1
C103377,45,99.8,3,Month-to-month,0,0,1
C103378,29,75.07,1,Month-to-month,1,0,0
C103379,42,55.96,2,One year,0,0,0
C103380,20,43.13,1,Two year,0,1,1
C103381,44,58.78,1,One year,1,0,0
C103382,17,92.74,0,Two year,1,1,0
C103383,13,79.74,0,Month-to-month,0,1,0
C103384,68,75.86,3,Month-to-month,1,0,0
C103385,44,76.43,2,One year,0,0,0
C103386,46,85.27,1,Two year,1,1,0
C103387,42,94.52,1,Month-to-month,0,1,0
C103388,5,52.13,1,Month-to-month,1,0,1
C103389,11,23.13,1,Month-to-month,1,1,0
C103390,36,67.86,0,One year,1,0,0
C103391,71,54.52,1,Month-to-month,1,0,0
C103392,70,44.01,2,One year,1,1,0
C103393,25,73.96,2,Two year,1,1,0
C103394,18,46.82,1,One year,1,1,0
C103395,2,126.66,0,Month-to-month,1,0,1
C103396,54,67.6,2,Month-to-month,1,0,0
C103397,56,66.96,1,Two year,0,1,0
C103398,67,132.2,2,One year,1,0,0
C103399,59,103.42,4,Month-to-month,0,0,0
C103400,6,79.18,2,Two year,1,0,0
C103401,67,61.22,0,One year,0,0,0
C103402,64,72.15,2,Month-to-month,1,1,1
C103403,63,110.62,2,Month-to-month,1,0,0
C103404,8,69.89,6,Two year,0,0,0
C103405,1,89.56,1,Month-to-month,1,0,0
C103406,10,89.31,1,One year,1,1,0
C103407,17,101.28,2,Month-to-month,1,0,0
C103408,28,67.33,0,Month-to-month,1,0,0
C103409,10,119.15,2,Two year,0,0,1
C103410,28,63.94,1,One year,1,1,0
C103411,54,114.09,1,Two year,1,1,0
C103412,49,85.28,1,Two year,0,0,0
C103413,54,80.64,4,One year,1,1,0
C103414,17,84.46,1,One year,1,1,0
C103415,5,92.33,2,Month-to-month,1,0,1
C103416,14,101.19,5,One year,0,0,1
C103417,65,133.65,2,Two year,1,1,0
C103418,65,45.14,0,Two year,0,0,0
C103419,60,75.56,3,Month-to-month,1,1,0
C103420,9,80.9,3,Two year,0,1,1
C103421,24,112.45,0,Month-to-month,1,1,0
C103422,17,63.71,1,One year,1,0,0
C103423,6,76.88,1,Month-to-month,0,1,0
C103424,53,123.39,1,Two year,1,1,0
C103425,57,70.98,1,Month-to-month,0,1,0
C103426,36,51.17,2,Month-to-month,0,0,1
C103427,60,131.38,2,Month-to-month,0,0,0
C103428,38,24.42,2,Month-to-month,0,1,0
C103429,69,64.69,1,One year,0,0,0
C103430,35,99.61,1,One year,1,1,0
C103431,11,87.81,0,Month-to-month,0,1,0
C103432,23,73.35,3,One year,0,0,0
C103433,19,41.92,2,Month-to-month,1,0,0
C103434,6,81.62,4,One year,1,1,1
C103435,16,53.22,1,One year,1,1,0
C103436,7,74.81,2,Month-to-month,0,1,0
C103437,51,61.92,0,Month-to-month,0,0,0
C103438,1,69.12,0,One year,0,1,0
C103439,57,67.03,0,Month-to-month,1,0,0
C103440,55,115.19,1,Month-to-month,1,1,1
C103441,29,142.54,1,Month-to-month,1,1,0
C103442,42,66.08,2,Two year,0,1,0
C103443,21,116.31,5,Month-to-month,0,1,1
C103444,21,47.9,1,Month-to-month,1,0,0
C103445,44,105.72,0,Month-to-month,1,1,0
C103446,42,88.27,1,Month-to-month,0,1,0
C103447,53,36.67,0,Two year,0,1,0
C103448,9,58.56,0,Month-to-month,0,1,1
C103449,65,66.48,4,Month-to-month,1,1,0
C103450,32,85.73,2,Month-to-month,1,0,0
C103451,10,84.3,2,Two year,0,1,0
C103452,38,65.39,3,Month-to-month,0,0,0
C103453,64,48.29,3,One year,1,0,0
C103454,57,27.18,3,Two year,1,0,0
C103455,53,65.23,1,One year,1,0,0
C103456,33,73.86,3,Month-to-month,1,0,0
C103457,41,120.57,3,Month-to-month,0,0,0
C103458,52,80.69,0,Month-to-month,1,1,1
C103459,67,61.17,3,One year,1,1,0
C103460,54,115.05,1,Month-to-month,0,1,0
C103461,35,91.24,4,Month-to-month,0,0,0
C103462,40,74.06,0,Two year,0,1,0
C103463,24,31.78,0,Two year,0,1,0
C103464,49,57.17,2,One year,0,1,1
C103465,20,78.76,1,One year,1,0,0
C103466,28,67.84,1,Month-to-month,1,0,0
C103467,44,91.84,0,Month-to-month,0,0,0
C103468,21,85.13,3,Two year,0,0,1
C103469,9,20.0,1,One year,0,0,0
C103470,58,72.15,6,Two year,0,0,0
C103471,31,86.85,2,Two year,1,1,0
C103472,71,115.58,1,Month-to-month,1,1,0
C103473,1,37.36,0,Two year,0,0,0
C103474,69,55.4,3,Month-to-month,0,0,0
C103475,68,86.38,2,One year,1,0,0
C103476,51,51.24,2,Month-to-month,0,0,0
C103477,5,91.85,2,One year,1,0,0
C103478,20,82.05,1,Month-to-month,0,1,1
C103479,10,96.15,2,Month-to-month,1,0,1
C103480,32,140.44,3,Month-to-month,0,1,1
C103481,19,69.58,2,Month-to-month,0,1,0
C103482,36,66.81,1,Month-to-month,1,0,0
C103483,53,104.65,2,Two year,1,1,0
C103484,65,127.47,3,Two year,1,1,0
C103485,49,98.58,1,Month-to-month,0,0,0
C103486,26,108.47,5,Month-to-month,1,1,1
C103487,18,74.22,2,Month-to-month,0,0,0
C103488,33,90.24,2,Two year,0,1,0
C103489,59,70.86,0,Month-to-month,0,1,0
C103490,16,41.26,2,Month-to-month,1,1,0
C103491,46,76.99,2,One year,1,0,0
C103492,60,82.07,1,Month-to-month,1,0,0
C103493,59,72.5,1,Month-to-month,0,0,0
C103494,56,106.94,2,One year,1,0,0
C103495,59,95.88,0,Two year,1,1,0
C103496,58,90.79,2,Two year,0,1,0
C103497,71,61.47,0,Two year,1,1,0
C103498,57,78.78,0,Month-to-month,1,1,0
C103499,6,65.41,4,Two year,0,1,0
C103500,52,70.49,3,One year,0,0,0
C103501,61,71.79,2,Two year,1,0,0
C103502,63,85.59,2,Month-to-month,0,1,1
C103503,32,80.31,5,Month-to-month,1,0,0
C103504,4,54.7,1,Month-to-month,1,1,0
C103505,28,79.18,0,Month-to-month,0,1,0
C103506,55,93.59,0,Month-to-month,1,0,1
C103507,46,95.36,1,Two year,0,1,0
C103508,68,49.47,1,Two year,1,0,0
C103509,50,77.6,0,Month-to-month,0,1,0
C103510,54,37.71,0,Two year,1,0,0
C103511,51,62.66,2,Month-to-month,0,0,1
C103512,5,77.16,1,One year,1,0,0
C103513,51,95.42,1,Month-to-month,0,1,0
C103514,19,100.67,0,Month-to-month,0,1,0
C103515,67,57.56,2,Month-to-month,1,0,0
C103516,66,87.91,0,One year,1,0,0
C103517,40,68.13,2,One year,1,0,1
C103518,19,83.89,2,Two year,0,0,0
C103519,57,66.09,1,Two year,1,0,0
C103520,33,55.05,2,Two year,0,1,1
C103521,71,107.34,1,Month-to-month,1,0,0
C103522,60,92.72,0,One year,1,1,0
C103523,54,98.35,1,One year,1,0,0
C103524,64,100.53,0,One year,0,1,0
C103525,45,67.85,5,Two year,0,0,0
C103526,44,79.64,4,Month-to-month,1,0,0
C103527,15,61.66,2,Month-to-month,0,0,1
C103528,16,97.76,0,One year,1,1,1
C103529,39,120.23,0,Month-to-month,1,0,0
C103530,38,103.91,2,One year,0,0,0
C103531,22,86.35,2,Month-to-month,1,0,1
C103532,13,51.96,6,Two year,1,1,0
C103533,60,66.42,1,Month-to-month,1,1,0
C103534,5,86.49,1,Month-to-month,0,1,0
C103535,31,112.52,2,Month-to-month,1,1,0
C103536,67,86.39,2,Two year,1,1,0
C103537,7,78.67,3,One year,1,0,0
C103538,44,57.75,0,One year,1,1,0
C103539,12,78.45,0,One year,0,0,0
C103540,50,92.28,3,Month-to-month,0,1,1
C103541,21,96.19,2,Month-to-month,0,1,0
C103542,12,80.56,2,Two year,1,0,0
C103543,55,52.28,0,Two year,0,0,0
C103544,6,112.39,2,Month-to-month,1,0,1
C103545,42,96.96,2,Month-to-month,0,0,0
C103546,3,64.58,0,Two year,0,0,0
C103547,42,115.11,2,Month-to-month,1,1,0
C103548,30,110.76,3,Month-to-month,0,0,0
C103549,72,85.88,2,Month-to-month,0,0,0
C103550,70,67.55,0,One year,1,0,0
C103551,56,67.77,1,One year,1,0,0
C103552,11,77.65,1,Month-to-month,1,0,0
C103553,70,25.0,2,Month-to-month,1,1,0
C103554,35,89.92,3,One year,0,0,0
C103555,72,79.71,1,Month-to-month,1,1,0
C103556,43,70.1,2,Two year,1,0,0
C103557,60,62.35,3,One year,0,1,0
C103558,26,99.02,2,One year,1,1,0
C103559,1,52.87,2,Month-to-month,1,1,1
C103560,27,96.02,1,Two year,0,0,0
C103561,71,72.5,4,One year,0,1,1
C103562,64,98.42,0,Two year,0,0,0
C103563,51,55.56,3,One year,1,0,0
C103564,11,109.32,1,Month-to-month,0,0,0
C103565,50,73.58,3,Month-to-month,1,1,0
C103566,45,84.62,1,Month-to-month,1,1,0
C103567,37,44.86,1,One year,1,1,0
C103568,35,100.6,3,Month-to-month,1,1,1
C103569,9,73.98,3,One year,1,1,1
C103570,51,58.56,1,One year,0,1,0
C103571,19,147.35,1,Month-to-month,0,1,1
C103572,2,123.91,4,Month-to-month,0,0,0
C103573,35,33.19,4,Month-to-month,1,0,0
C103574,7,72.92,0,Month-to-month,1,0,0
C103575,13,27.2,0,Two year,0,1,1
C103576,57,57.49,2,Two year,0,1,0
C103577,58,39.11,3,Two year,1,1,0
C103578,28,77.22,0,Month-to-month,0,1,0
C103579,33,34.9,2,One year,0,1,0
C103580,6,106.89,3,Two year,1,1,0
C103581,37,59.23,2,One year,1,0,0
C103582,60,103.19,1,One year,0,0,1
C103583,63,104.09,4,Month-to-month,1,0,0
C103584,71,142.38,2,Month-to-month,0,1,0
C103585,34,88.56,1,Month-to-month,1,0,0
C103586,22,82.61,2,Two year,1,1,0
C103587,31,47.16,1,Two year,0,1,0
C103588,66,80.72,1,Month-to-month,0,1,0
C103589,38,62.66,1,Two year,1,1,0
C103590,26,84.96,2,Month-to-month,1,0,0
C103591,1,78.01,0,Two year,1,0,0
C103592,69,74.13,1,One year,0,1,0
C103593,55,38.67,0,Month-to-month,1,1,0
C103594,12,108.93,2,One year,1,0,0
C103595,60,100.36,1,One year,0,0,0
C103596,12,88.26,0,Month-to-month,1,0,0
C103597,22,78.34,1,Month-to-month,1,1,1
C103598,45,99.09,1,Month-to-month,1,0,0
C103599,19,77.11,0,Month-to-month,1,0,0
C103600,47,122.71,1,Two year,1,1,0
C103601,68,80.82,4,One year,1,0,0
C103602,29,100.35,4,Month-to-month,0,0,0
C103603,36,77.27,3,Two year,0,1,0
C103604,23,72.27,0,Month-to-month,1,0,0
C103605,7,79.89,2,Month-to-month,1,0,0
C103606,21,81.42,2,One year,0,0,0
C103607,69,38.26,1,Month-to-month,0,0,0
C103608,5,106.8,1,One year,0,0,1
C103609,4,57.19,5,One year,1,1,0
C103610,48,56.47,1,Month-to-month,1,0,1
C103611,55,66.12,3,Month-to-month,0,1,0
C103612,14,82.1,0,One year,0,0,1
C103613,24,75.07,1,Two year,1,0,0
C103614,13,87.1,3,Two year,1,0,0
C103615,70,66.52,2,Month-to-month,1,0,0
C103616,7,118.67,0,Month-to-month,0,0,0
C103617,11,70.6,2,Month-to-month,1,0,0
C103618,9,90.14,5,Two year,1,1,1
C103619,56,27.4,0,One year,0,0,0
C103620,70,38.59,3,Two year,0,1,1
C103621,72,54.13,3,Two year,0,1,0
C103622,21,61.09,0,One year,0,0,0
C103623,34,74.3,1,One year,1,0,0
C103624,15,105.05,3,Month-to-month,1,1,0
C103625,23,25.74,0,Month-to-month,0,0,0
C103626,14,91.43,1,Month-to-month,0,1,1
C103627,10,60.45,1,One year,1,0,0
C103628,30,63.2,3,One year,1,0,0
C103629,37,132.83,0,Two year,0,1,0
C103630,46,79.39,1,Month-to-month,0,0,0
C103631,10,65.84,3,One year,1,0,1
C103632,27,49.55,1,One year,1,0,0
C103633,68,93.96,1,Month-to-month,1,1,1
C103634,38,50.64,2,Month-to-month,1,0,0
C103635,25,39.13,0,One year,1,1,0
C103636,57,44.77,2,Month-to-month,1,1,0
C103637,49,60.89,4,Month-to-month,1,1,0
C103638,41,111.03,1,Month-to-month,1,0,0
C103639,34,96.59,2,One year,0,1,1
C103640,50,56.2,3,One year,1,0,0
C103641,37,93.39,4,Two year,0,1,1
C103642,47,43.09,2,Month-to-month,1,0,0
C103643,10,31.03,3,Month-to-month,1,1,0
C103644,58,118.14,2,Month-to-month,0,0,0
C103645,42,124.84,1,Two year,1,0,0
C103646,43,58.52,3,One year,1,1,0
C103647,64,46.0,3,One year,1,1,0
C103648,21,86.98,3,One year,0,0,1
C103649,44,86.76,2,Month-to-month,0,1,0
C103650,44,67.28,0,Two year,0,1,0
C103651,16,56.48,2,Month-to-month,1,0,0
C103652,23,103.36,2,One year,0,1,0
C103653,39,87.13,1,Month-to-month,0,0,0
C103654,50,67.42,3,Month-to-month,1,0,0
C103655,50,52.87,3,Two year,0,0,0
C103656,66,82.14,1,One year,1,1,0
C103657,29,48.56,3,Month-to-month,1,0,0
C103658,60,96.95,1,Month-to-month,0,0,0
C103659,22,107.02,4,Month-to-month,0,0,1
C103660,27,120.3,2,Month-to-month,1,0,0
C103661,31,55.77,0,One year,0,1,0
C103662,34,60.31,1,One year,0,1,0
C103663,38,84.21,2,Month-to-month,1,0,0
C103664,51,113.17,2,One year,1,0,0
C103665,9,74.84,3,Two year,1,0,0
C103666,56,69.29,2,One year,1,0,0
C103667,40,21.54,4,One year,1,1,0
C103668,62,95.56,3,Two year,1,1,0
C103669,67,44.63,0,Month-to-month,0,0,0
C103670,14,78.63,4,Month-to-month,1,0,0
C103671,71,62.53,1,Two year,1,0,0
C103672,16,107.82,5,One year,0,0,1
C103673,39,67.45,1,One year,1,1,0
C103674,20,79.72,3,Two year,0,1,0
C103675,66,77.45,0,Month-to-month,1,0,0
C103676,53,64.03,2,Two year,1,0,0
C103677,45,119.56,1,One year,0,0,0
C103678,1,180.0,2,Two year,1,0,1
C103679,2,52.35,1,One year,0,1,0
C103680,42,69.72,2,One year,1,1,0
C103681,35,59.51,3,Two year,1,1,0
C103682,61,85.46,1,One year,0,1,0
C103683,35,83.8,1,Month-to-month,1,0,0
C103684,64,101.28,2,Two year,1,1,0
C103685,49,42.77,1,Month-to-month,0,0,0
C103686,70,102.67,3,One year,1,0,0
C103687,17,27.12,1,One year,1,1,0
C103688,20,94.36,5,Two year,1,0,0
C103689,57,59.03,3,Month-to-month,1,0,0
C103690,53,42.95,2,Month-to-month,1,0,0
C103691,22,85.08,2,Month-to-month,1,0,0
C103692,44,61.56,1,Month-to-month,0,1,0
C103693,28,115.94,2,Month-to-month,1,0,1
C103694,15,93.68,2,Month-to-month,0,0,0
C103695,20,69.12,0,One year,1,0,0
C103696,22,65.95,1,Two year,0,0,0
C103697,15,75.41,1,One year,1,0,1
C103698,24,129.16,2,Two year,0,1,0
C103699,71,32.71,2,Month-to-month,0,0,0
C103700,16,44.02,6,Month-to-month,0,1,1
C103701,58,115.81,0,Two year,1,1,0
C103702,34,47.65,1,One year,0,1,0
C103703,30,85.63,3,One year,1,1,0
C103704,62,97.61,1,Month-to-month,1,0,0
C103705,50,68.54,1,Two year,1,0,0
C103706,42,97.76,1,Month-to-month,1,1,0
C103707,12,25.67,3,Month-to-month,1,0,0
C103708,1,88.09,2,One year,1,1,0
C103709,8,125.34,0,Two year,1,0,0
C103710,68,81.95,1,Month-to-month,1,1,0
C103711,10,97.27,0,Two year,0,0,0
C103712,29,143.39,2,Two year,0,0,0
C103713,20,74.25,1,One year,0,1,0
C103714,3,44.56,1,Two year,0,0,1
C103715,56,20.0,0,One year,1,0,0
C103716,55,81.46,1,Month-to-month,1,0,0
C103717,26,46.95,2,Month-to-month,0,1,1
C103718,25,99.81,3,One year,0,1,0
C103719,39,106.08,1,Two year,0,1,0
C103720,20,66.44,8,Month-to-month,1,1,0
C103721,58,35.88,1,Month-to-month,0,0,0
C103722,62,99.62,4,Two year,0,0,0
C103723,70,68.97,2,Month-to-month,1,1,1
C103724,52,98.96,3,Two year,1,0,0
C103725,70,79.37,1,Month-to-month,1,0,0
C103726,9,87.33,4,One year,1,0,0
C103727,33,91.15,1,Two year,1,0,0
C103728,47,73.56,1,Two year,0,0,0
C103729,12,94.64,1,One year,0,1,0
C103730,19,120.17,2,One year,1,0,0
C103731,64,44.16,3,Month-to-month,0,1,0
C103732,11,47.43,1,Month-to-month,0,1,0
C103733,38,73.99,0,Month-to-month,1,0,0
C103734,21,49.34,0,Month-to-month,1,0,0
C103735,32,33.7,0,Month-to-month,0,0,0
C103736,34,103.39,0,Month-to-month,1,0,0
C103737,51,91.57,5,One year,1,0,0
C103738,5,58.27,1,Month-to-month,1,1,1
C103739,57,114.85,2,One year,1,0,0
C103740,60,139.49,0,Month-to-month,0,0,0
C103741,3,95.27,0,Two year,0,0,0
C103742,52,114.37,2,One year,0,0,0
C103743,40,80.6,3,One year,0,0,0
C103744,40,83.42,2,One year,1,0,0
C103745,51,51.42,4,Two year,1,0,0
C103746,46,75.37,2,One year,1,0,0
C103747,9,94.62,3,Month-to-month,1,0,1
C103748,51,77.78,3,Two year,1,1,0
C103749,47,88.07,1,Month-to-month,1,0,1
C103750,52,112.64,2,Two year,1,0,0
C103751,16,99.99,3,Month-to-month,1,0,0
C103752,64,106.49,3,Month-to-month,0,1,0
C103753,10,90.38,2,Month-to-month,1,0,1
C103754,3,60.36,0,Month-to-month,1,0,1
C103755,50,38.18,2,Month-to-month,1,1,0
C103756,44,59.07,0,Two year,1,0,0
